case_id,activity,resource,timestamp
Case 1681,take in charge ticket,Value 1,2013-03-18 14:05:00
Case 1681,wait,Value 1,2013-03-19 15:59:45
Case 1681,resolve ticket,Value 9,2013-03-22 11:11:53
Case 1681,closed,Value 3,2013-04-06 10:12:05
Case 1682,assign seriousness,Value 1,2012-09-05 08:59:29
Case 1682,take in charge ticket,Value 1,2012-09-05 10:06:37
Case 1682,resolve ticket,Value 1,2012-09-21 07:52:00
Case 1682,closed,Value 3,2012-10-06 07:52:23
Case 1683,assign seriousness,Value 4,2012-05-02 16:03:14
Case 1683,take in charge ticket,Value 4,2012-05-02 16:03:29
Case 1683,resolve ticket,Value 4,2012-05-03 09:54:03
Case 1683,closed,Value 5,2012-06-03 16:00:58
Case 1684,assign seriousness,Value 9,2010-07-27 13:54:13
Case 1684,assign seriousness,Value 2,2010-07-27 14:42:11
Case 1684,take in charge ticket,Value 9,2010-07-29 13:37:22
Case 1684,wait,Value 9,2010-07-29 13:37:30
Case 1684,take in charge ticket,Value 9,2010-07-29 13:39:16
Case 1684,wait,Value 9,2010-07-29 13:50:31
Case 1684,take in charge ticket,Value 9,2010-07-29 14:42:31
Case 1684,resolve ticket,Value 9,2010-07-29 14:42:54
Case 1684,closed,Value 5,2010-08-27 14:00:24
Case 1685,assign seriousness,Value 9,2011-07-20 10:45:57
Case 1685,take in charge ticket,Value 9,2011-07-20 13:07:54
Case 1685,wait,Value 9,2011-07-20 13:08:22
Case 1685,wait,Value 9,2011-08-26 14:21:54
Case 1685,resolve ticket,Value 13,2011-08-29 07:27:52
Case 1685,closed,Value 5,2011-09-13 07:28:09
Case 1686,assign seriousness,Value 1,2011-12-14 08:03:25
Case 1686,resolve ticket,Value 4,2011-12-14 09:12:03
Case 1686,resolve ticket,Value 4,2011-12-14 09:12:04
Case 1686,closed,Value 5,2012-01-14 08:10:49
Case 1687,assign seriousness,Value 1,2012-02-24 08:59:14
Case 1687,take in charge ticket,Value 1,2012-02-24 08:59:23
Case 1687,resolve ticket,Value 1,2012-02-24 14:57:50
Case 1687,closed,Value 5,2012-04-04 08:00:28
Case 1688,assign seriousness,Value 8,2011-02-16 08:28:16
Case 1688,take in charge ticket,Value 8,2011-02-16 08:29:09
Case 1688,wait,Value 9,2011-02-17 11:40:11
Case 1688,take in charge ticket,Value 9,2011-02-18 08:06:56
Case 1688,wait,Value 9,2011-02-21 13:57:56
Case 1688,take in charge ticket,Value 9,2011-03-18 08:11:30
Case 1688,resolve ticket,Value 9,2011-03-18 08:12:29
Case 1688,closed,Value 5,2011-04-15 07:17:19
Case 1689,assign seriousness,Value 1,2012-04-18 07:07:58
Case 1689,take in charge ticket,Value 1,2012-04-19 07:27:42
Case 1689,wait,Value 1,2012-04-19 14:03:04
Case 1689,resolve ticket,Value 1,2012-05-11 12:54:11
Case 1689,closed,Value 5,2012-06-09 15:00:34
Case 169,assign seriousness,Value 1,2013-01-28 17:05:44
Case 169,resolve ticket,Value 4,2013-02-13 09:43:10
Case 169,closed,Value 3,2013-02-28 09:43:20
Case 1690,assign seriousness,Value 1,2012-07-03 14:46:05
Case 1690,take in charge ticket,Value 1,2012-07-03 14:46:30
Case 1690,wait,Value 4,2012-07-03 16:04:23
Case 1690,resolve ticket,Value 4,2012-07-04 07:12:08
Case 1690,closed,Value 5,2012-08-10 15:10:29
Case 1691,insert ticket,Value 14,2013-06-21 13:34:29
Case 1691,assign seriousness,Value 14,2013-06-21 13:39:36
Case 1691,take in charge ticket,Value 9,2013-06-28 07:20:16
Case 1691,wait,Value 9,2013-07-01 07:02:22
Case 1691,resolve ticket,Value 9,2013-07-26 08:16:20
Case 1691,closed,Value 3,2013-08-10 08:16:30
Case 1692,assign seriousness,Value 8,2011-04-21 13:11:22
Case 1692,take in charge ticket,Value 8,2011-04-21 13:11:48
Case 1692,wait,Value 13,2011-04-22 08:36:35
Case 1692,take in charge ticket,Value 13,2011-04-26 09:36:51
Case 1692,resolve ticket,Value 13,2011-04-26 09:36:59
Case 1692,closed,Value 5,2011-05-28 14:20:38
Case 1693,assign seriousness,Value 8,2011-05-31 07:18:45
Case 1693,take in charge ticket,Value 8,2011-05-31 07:19:09
Case 1693,take in charge ticket,Value 2,2011-05-31 15:36:57
Case 1693,wait,Value 9,2011-05-31 15:44:31
Case 1693,take in charge ticket,Value 9,2011-06-30 09:03:43
Case 1693,resolve ticket,Value 9,2011-06-30 09:04:37
Case 1693,closed,Value 5,2011-07-19 09:40:19
Case 1694,assign seriousness,Value 9,2010-09-09 12:18:13
Case 1694,take in charge ticket,Value 17,2010-09-09 13:45:43
Case 1694,resolve ticket,Value 17,2010-09-14 14:31:18
Case 1694,closed,Value 5,2010-10-31 13:20:38
Case 1695,assign seriousness,Value 9,2010-09-16 14:51:37
Case 1695,take in charge ticket,Value 11,2010-09-16 14:53:44
Case 1695,resolve ticket,Value 11,2010-09-30 08:28:09
Case 1695,closed,Value 5,2010-10-30 15:00:16
Case 1696,assign seriousness,Value 4,2012-07-02 15:40:23
Case 1696,take in charge ticket,Value 4,2012-07-02 15:44:29
Case 1696,resolve ticket,Value 4,2012-07-03 10:50:15
Case 1696,closed,Value 5,2012-08-02 15:50:50
Case 1697,assign seriousness,Value 14,2013-09-27 07:14:45
Case 1697,take in charge ticket,Value 9,2013-09-27 07:16:50
Case 1697,wait,Value 9,2013-09-27 07:43:34
Case 1697,resolve ticket,Value 9,2013-10-15 10:05:11
Case 1697,closed,Value 3,2013-10-30 11:05:32
Case 1698,assign seriousness,Value 1,2012-06-12 08:56:32
Case 1698,take in charge ticket,Value 1,2012-06-12 08:56:39
Case 1698,resolve ticket,Value 1,2012-06-12 09:01:36
Case 1698,closed,Value 5,2012-07-19 09:00:38
Case 1699,assign seriousness,Value 1,2011-11-30 11:50:45
Case 1699,take in charge ticket,Value 13,2011-12-02 16:32:42
Case 1699,resolve ticket,Value 13,2011-12-14 09:09:15
Case 1699,closed,Value 5,2011-12-31 12:00:18
Case 17,assign seriousness,Value 1,2011-10-14 07:10:47
Case 17,take in charge ticket,Value 2,2011-11-02 16:17:52
Case 17,resolve ticket,Value 2,2011-11-09 13:31:37
Case 17,closed,Value 5,2011-11-24 15:57:55
Case 170,assign seriousness,Value 1,2012-05-02 15:54:51
Case 170,take in charge ticket,Value 6,2012-05-03 07:51:09
Case 170,wait,Value 6,2012-05-03 08:01:21
Case 170,take in charge ticket,Value 11,2012-05-17 07:46:38
Case 170,wait,Value 11,2012-05-17 07:47:13
Case 170,resolve ticket,Value 2,2012-05-18 07:18:57
Case 170,closed,Value 5,2012-06-02 07:19:04
Case 1700,assign seriousness,Value 13,2011-08-31 07:49:37
Case 1700,take in charge ticket,Value 6,2011-08-31 07:53:55
Case 1700,resolve ticket,Value 6,2011-08-31 10:12:18
Case 1700,closed,Value 5,2011-10-14 07:51:01
Case 1701,assign seriousness,Value 2,2010-02-19 11:15:15
Case 1701,assign seriousness,Value 16,2010-03-05 10:10:46
Case 1701,take in charge ticket,Value 16,2010-03-05 11:05:36
Case 1701,resolve ticket,Value 16,2010-03-05 17:05:32
Case 1701,closed,Value 5,2010-03-23 12:29:15
Case 1702,assign seriousness,Value 1,2011-11-16 08:32:47
Case 1702,take in charge ticket,Value 9,2011-11-16 16:08:59
Case 1702,wait,Value 9,2011-11-21 09:07:29
Case 1702,resolve ticket,Value 9,2011-12-02 13:30:57
Case 1702,closed,Value 5,2011-12-22 13:10:18
Case 1703,assign seriousness,Value 2,2010-01-26 14:14:39
Case 1703,take in charge ticket,Value 2,2010-02-09 16:14:20
Case 1703,resolve ticket,Value 2,2010-02-09 16:14:25
Case 1703,closed,Value 5,2010-03-11 16:14:54
Case 1704,assign seriousness,Value 13,2013-01-22 15:01:59
Case 1704,take in charge ticket,Value 2,2013-02-21 11:49:39
Case 1704,resolve ticket,Value 2,2013-02-21 13:23:05
Case 1704,closed,Value 3,2013-03-08 13:23:22
Case 1705,assign seriousness,Value 14,2010-11-10 08:24:06
Case 1705,take in charge ticket,Value 2,2010-11-10 08:36:09
Case 1705,resolve ticket,Value 2,2010-11-10 08:37:45
Case 1705,closed,Value 5,2010-12-17 08:31:53
Case 1706,assign seriousness,Value 9,2010-11-12 14:59:26
Case 1706,assign seriousness,Value 9,2010-11-12 15:58:47
Case 1706,take in charge ticket,Value 14,2010-11-17 11:25:05
Case 1706,resolve ticket,Value 14,2010-11-17 11:25:14
Case 1706,closed,Value 5,2010-12-15 15:00:25
Case 1707,assign seriousness,Value 8,2011-02-09 16:51:30
Case 1707,assign seriousness,Value 8,2011-02-11 08:48:12
Case 1707,take in charge ticket,Value 8,2011-02-11 08:49:43
Case 1707,resolve ticket,Value 11,2011-02-11 09:08:55
Case 1707,closed,Value 5,2011-04-03 16:01:05
Case 1708,assign seriousness,Value 1,2012-07-04 07:01:43
Case 1708,take in charge ticket,Value 4,2012-07-04 08:19:05
Case 1708,resolve ticket,Value 4,2012-07-04 09:42:58
Case 1708,closed,Value 5,2012-08-11 07:10:31
Case 1709,assign seriousness,Value 1,2013-06-24 15:37:08
Case 1709,take in charge ticket,Value 9,2013-07-02 10:20:15
Case 1709,wait,Value 9,2013-07-03 07:44:13
Case 1709,resolve ticket,Value 9,2013-07-26 08:17:59
Case 1709,closed,Value 3,2013-08-10 08:18:09
Case 171,assign seriousness,Value 13,2011-08-29 14:12:48
Case 171,assign seriousness,Value 15,2011-08-30 09:49:49
Case 171,take in charge ticket,Value 15,2011-08-30 10:06:35
Case 171,resolve ticket,Value 13,2011-08-31 07:34:45
Case 171,closed,Value 5,2011-10-12 14:20:14
Case 1710,assign seriousness,Value 4,2011-11-28 09:10:22
Case 1710,take in charge ticket,Value 4,2011-11-28 09:11:14
Case 1710,resolve ticket,Value 4,2011-11-28 09:39:36
Case 1710,closed,Value 5,2012-01-19 09:20:33
Case 1711,assign seriousness,Value 1,2013-10-08 15:53:14
Case 1711,take in charge ticket,Value 9,2013-10-09 08:34:35
Case 1711,wait,Value 9,2013-10-10 15:05:44
Case 1711,resolve ticket,Value 9,2013-10-24 07:50:14
Case 1711,closed,Value 3,2013-11-08 08:50:29
Case 1712,assign seriousness,Value 1,2011-09-22 10:18:31
Case 1712,take in charge ticket,Value 6,2011-09-22 10:55:08
Case 1712,resolve ticket,Value 6,2011-09-23 07:02:25
Case 1712,closed,Value 5,2011-11-09 11:20:49
Case 1713,assign seriousness,Value 2,2010-04-26 09:34:35
Case 1713,take in charge ticket,Value 16,2010-05-04 11:30:57
Case 1713,resolve ticket,Value 16,2010-05-04 13:12:24
Case 1713,closed,Value 5,2010-06-09 09:40:27
Case 1714,insert ticket,Value 15,2010-04-23 10:20:28
Case 1714,assign seriousness,Value 15,2010-04-23 10:21:12
Case 1714,take in charge ticket,Value 15,2010-04-27 10:32:20
Case 1714,resolve ticket,Value 15,2010-04-28 09:24:46
Case 1714,take in charge ticket,Value 15,2010-04-29 13:07:31
Case 1714,wait,Value 15,2010-04-30 08:51:12
Case 1714,take in charge ticket,Value 15,2010-05-14 15:18:25
Case 1714,resolve ticket,Value 15,2010-05-14 15:26:54
Case 1714,closed,Value 5,2010-05-29 15:27:11
Case 1715,assign seriousness,Value 1,2011-10-04 12:39:51
Case 1715,resolve ticket,Value 1,2011-10-04 12:42:42
Case 1715,closed,Value 5,2011-11-19 13:40:26
Case 1716,assign seriousness,Value 1,2011-12-23 09:48:40
Case 1716,take in charge ticket,Value 1,2011-12-23 09:48:57
Case 1716,wait,Value 1,2011-12-23 15:53:58
Case 1716,wait,Value 2,2012-01-11 08:45:27
Case 1716,wait,Value 2,2012-01-11 08:45:27
Case 1716,resolve ticket,Value 2,2012-01-27 09:48:44
Case 1716,closed,Value 5,2012-02-11 09:48:53
Case 1717,assign seriousness,Value 1,2012-01-16 08:41:16
Case 1717,resolve ticket,Value 6,2012-01-16 13:58:55
Case 1717,closed,Value 5,2012-02-29 08:50:22
Case 1718,assign seriousness,Value 2,2013-03-08 16:43:33
Case 1718,take in charge ticket,Value 2,2013-03-13 09:20:08
Case 1718,wait,Value 4,2013-03-13 11:17:00
Case 1718,resolve ticket,Value 4,2013-03-29 14:16:43
Case 1718,closed,Value 3,2013-04-13 13:16:57
Case 1719,assign seriousness,Value 1,2012-01-30 08:04:44
Case 1719,take in charge ticket,Value 1,2012-01-30 08:05:01
Case 1719,resolve ticket,Value 13,2012-02-01 16:19:39
Case 1719,resolve ticket,Value 13,2012-02-01 16:19:40
Case 1719,closed,Value 5,2012-03-16 08:10:53
Case 172,assign seriousness,Value 9,2010-09-16 16:02:20
Case 172,take in charge ticket,Value 14,2010-09-21 14:03:12
Case 172,resolve ticket,Value 14,2010-09-27 10:08:54
Case 172,closed,Value 5,2010-11-14 17:00:47
Case 1720,assign seriousness,Value 14,2010-07-07 14:19:17
Case 1720,take in charge ticket,Value 19,2010-07-21 07:49:03
Case 1720,wait,Value 19,2010-07-21 07:50:35
Case 1720,take in charge ticket,Value 19,2010-07-27 07:16:30
Case 1720,resolve ticket,Value 19,2010-07-27 07:16:38
Case 1720,closed,Value 5,2010-08-11 07:16:51
Case 1721,assign seriousness,Value 2,2011-02-10 14:08:55
Case 1721,take in charge ticket,Value 2,2011-02-10 14:09:04
Case 1721,resolve ticket,Value 2,2011-02-10 14:11:33
Case 1721,closed,Value 5,2011-04-03 07:11:00
Case 1722,assign seriousness,Value 1,2012-07-24 15:33:46
Case 1722,take in charge ticket,Value 4,2012-07-26 15:24:15
Case 1722,resolve ticket,Value 4,2012-07-31 09:01:52
Case 1722,closed,Value 5,2012-09-06 15:40:28
Case 1723,assign seriousness,Value 18,2013-10-30 16:20:25
Case 1723,take in charge ticket,Value 2,2013-10-31 15:02:00
Case 1723,wait,Value 14,2013-11-04 13:35:24
Case 1723,resolve ticket,Value 14,2013-11-18 11:00:54
Case 1723,closed,Value 3,2013-12-03 11:01:06
Case 1724,assign seriousness,Value 13,2011-02-21 15:08:16
Case 1724,wait,Value 16,2011-02-28 11:41:09
Case 1724,take in charge ticket,Value 2,2011-03-18 14:47:03
Case 1724,wait,Value 2,2011-03-18 14:47:11
Case 1724,take in charge ticket,Value 16,2011-03-23 11:12:52
Case 1724,resolve ticket,Value 16,2011-03-23 11:13:06
Case 1724,closed,Value 5,2011-04-22 10:13:24
Case 1725,assign seriousness,Value 2,2012-01-23 11:15:33
Case 1725,resolve ticket,Value 2,2012-01-23 11:15:57
Case 1725,closed,Value 5,2012-03-09 11:22:21
Case 1726,assign seriousness,Value 1,2011-11-18 09:05:05
Case 1726,take in charge ticket,Value 9,2011-11-22 11:48:29
Case 1726,wait,Value 9,2011-11-22 14:41:52
Case 1726,resolve ticket,Value 9,2011-11-23 09:43:53
Case 1726,closed,Value 5,2012-01-05 14:10:41
Case 1727,assign seriousness,Value 8,2011-03-07 11:01:23
Case 1727,take in charge ticket,Value 8,2011-03-07 11:01:58
Case 1727,resolve ticket,Value 9,2011-03-09 09:17:20
Case 1727,closed,Value 5,2011-04-22 10:10:54
Case 1728,insert ticket,Value 7,2010-09-02 09:32:24
Case 1728,assign seriousness,Value 7,2010-09-02 14:42:45
Case 1728,take in charge ticket,Value 7,2010-09-03 08:47:27
Case 1728,resolve ticket,Value 7,2010-09-03 08:47:36
Case 1728,take in charge ticket,Value 2,2010-09-08 12:53:51
Case 1728,resolve ticket,Value 2,2010-09-08 14:12:40
Case 1728,closed,Value 5,2010-10-05 09:40:32
Case 1729,assign seriousness,Value 9,2011-07-11 07:20:27
Case 1729,take in charge ticket,Value 6,2011-07-15 09:46:32
Case 1729,resolve ticket,Value 6,2011-07-15 10:20:24
Case 1729,take in charge ticket,Value 6,2011-08-02 07:34:25
Case 1729,resolve ticket,Value 6,2011-08-05 07:17:52
Case 1729,closed,Value 5,2011-08-20 07:18:33
Case 173,assign seriousness,Value 9,2010-11-15 09:15:12
Case 173,assign seriousness,Value 9,2010-11-15 09:15:27
Case 173,take in charge ticket,Value 12,2010-11-16 12:58:01
Case 173,resolve ticket,Value 12,2010-11-16 13:01:14
Case 173,closed,Value 5,2011-01-13 09:21:08
Case 1730,assign seriousness,Value 1,2013-04-09 07:50:43
Case 1730,take in charge ticket,Value 2,2013-04-12 07:09:31
Case 1730,wait,Value 9,2013-04-12 07:35:40
Case 1730,resolve ticket,Value 9,2013-04-30 10:37:54
Case 1730,closed,Value 3,2013-05-15 10:38:06
Case 1731,assign seriousness,Value 1,2011-10-26 09:36:37
Case 1731,take in charge ticket,Value 1,2011-10-26 09:36:49
Case 1731,resolve ticket,Value 13,2011-10-26 10:16:02
Case 1731,closed,Value 5,2011-12-11 10:40:28
Case 1732,assign seriousness,Value 1,2012-03-29 15:31:13
Case 1732,take in charge ticket,Value 1,2012-03-29 15:31:30
Case 1732,resolve ticket,Value 1,2012-03-29 15:59:29
Case 1732,closed,Value 5,2012-05-01 15:41:37
Case 1733,assign seriousness,Value 2,2010-10-20 15:17:43
Case 1733,take in charge ticket,Value 2,2010-11-05 09:26:11
Case 1733,resolve ticket,Value 2,2010-11-05 10:24:31
Case 1733,closed,Value 5,2010-11-20 10:24:55
Case 1734,assign seriousness,Value 8,2011-01-31 14:05:05
Case 1734,take in charge ticket,Value 2,2011-02-09 11:29:12
Case 1734,wait,Value 2,2011-02-09 14:02:17
Case 1734,take in charge ticket,Value 2,2011-02-10 14:07:09
Case 1734,resolve ticket,Value 2,2011-02-10 14:07:15
Case 1734,closed,Value 5,2011-03-12 14:07:38
Case 1735,assign seriousness,Value 18,2013-11-28 17:07:59
Case 1735,require upgrade,Value 1,2013-12-16 16:08:53
Case 1735,resolve ticket,Value 2,2013-12-17 09:28:06
Case 1735,resolve ticket,Value 2,2013-12-17 09:28:07
Case 1735,closed,Value 3,2014-01-01 09:28:25
Case 1736,assign seriousness,Value 8,2011-02-09 08:20:39
Case 1736,take in charge ticket,Value 16,2011-02-18 17:44:56
Case 1736,resolve ticket,Value 16,2011-02-18 17:47:27
Case 1736,closed,Value 5,2011-04-09 07:30:54
Case 1737,assign seriousness,Value 1,2012-06-28 08:42:09
Case 1737,take in charge ticket,Value 1,2012-07-03 10:38:06
Case 1737,wait,Value 1,2012-07-06 14:00:49
Case 1737,resolve ticket,Value 1,2012-07-13 13:46:09
Case 1737,closed,Value 5,2012-08-07 08:30:11
Case 1738,assign seriousness,Value 9,2011-08-19 08:34:56
Case 1738,resolve ticket,Value 9,2011-08-22 08:43:24
Case 1738,closed,Value 5,2011-10-08 08:41:12
Case 1739,assign seriousness,Value 1,2012-06-28 09:30:10
Case 1739,take in charge ticket,Value 4,2012-06-28 10:56:14
Case 1739,resolve ticket,Value 4,2012-07-06 10:20:52
Case 1739,closed,Value 5,2012-08-11 09:40:20
Case 174,assign seriousness,Value 4,2011-10-24 10:22:28
Case 174,take in charge ticket,Value 4,2011-11-03 15:48:18
Case 174,wait,Value 4,2011-11-04 16:24:35
Case 174,resolve ticket,Value 4,2011-11-09 14:20:52
Case 174,closed,Value 5,2011-12-14 09:40:33
Case 1740,assign seriousness,Value 8,2011-02-14 09:09:52
Case 1740,assign seriousness,Value 8,2011-02-14 09:25:20
Case 1740,take in charge ticket,Value 12,2011-02-14 10:37:16
Case 1740,resolve ticket,Value 12,2011-02-14 10:42:35
Case 1740,closed,Value 5,2011-03-30 08:10:31
Case 1741,assign seriousness,Value 2,2012-06-13 12:18:23
Case 1741,take in charge ticket,Value 9,2012-06-14 12:10:24
Case 1741,resolve ticket,Value 9,2012-06-14 13:41:39
Case 1741,closed,Value 5,2012-07-21 12:22:55
Case 1742,assign seriousness,Value 1,2012-04-13 15:35:53
Case 1742,take in charge ticket,Value 6,2012-04-16 07:05:57
Case 1742,resolve ticket,Value 12,2012-04-19 09:47:16
Case 1742,closed,Value 5,2012-06-11 15:40:49
Case 1743,assign seriousness,Value 1,2012-02-08 09:40:05
Case 1743,resolve ticket,Value 1,2012-02-08 09:40:28
Case 1743,resolve ticket,Value 1,2012-02-08 09:40:28
Case 1743,closed,Value 5,2012-03-14 09:52:24
Case 1744,assign seriousness,Value 8,2011-03-02 09:04:01
Case 1744,take in charge ticket,Value 12,2011-03-02 09:13:57
Case 1744,resolve ticket,Value 12,2011-03-02 13:24:27
Case 1744,take in charge ticket,Value 12,2011-03-09 08:25:14
Case 1744,resolve ticket,Value 12,2011-03-10 14:11:02
Case 1744,closed,Value 5,2011-04-17 08:10:38
Case 1745,take in charge ticket,Value 1,2011-12-15 16:54:48
Case 1745,resolve ticket,Value 1,2011-12-15 17:04:19
Case 1745,closed,Value 5,2012-01-17 17:00:31
Case 1746,assign seriousness,Value 14,2013-09-30 09:18:24
Case 1746,take in charge ticket,Value 12,2013-10-09 09:00:53
Case 1746,wait,Value 12,2013-10-09 09:03:35
Case 1746,resolve ticket,Value 16,2013-10-21 09:05:00
Case 1746,closed,Value 3,2013-11-05 10:05:13
Case 1747,assign seriousness,Value 1,2011-11-08 11:02:56
Case 1747,take in charge ticket,Value 2,2011-11-08 13:53:16
Case 1747,resolve ticket,Value 2,2011-11-08 16:32:12
Case 1747,closed,Value 5,2011-12-09 11:10:17
Case 1748,assign seriousness,Value 9,2011-07-20 15:47:58
Case 1748,take in charge ticket,Value 9,2011-07-20 15:48:18
Case 1748,resolve ticket,Value 9,2011-07-26 12:08:25
Case 1748,closed,Value 5,2011-09-02 15:50:25
Case 1749,assign seriousness,Value 7,2010-09-20 12:53:44
Case 1749,take in charge ticket,Value 9,2010-09-20 13:05:18
Case 1749,resolve ticket,Value 9,2010-09-20 13:05:54
Case 1749,closed,Value 5,2010-11-03 14:00:40
Case 175,assign seriousness,Value 2,2010-10-05 07:46:59
Case 175,take in charge ticket,Value 2,2010-10-05 07:59:41
Case 175,resolve ticket,Value 2,2010-10-05 08:00:18
Case 175,closed,Value 5,2010-11-19 09:00:53
Case 1750,assign seriousness,Value 1,2012-05-29 07:04:50
Case 1750,take in charge ticket,Value 6,2012-05-29 07:07:30
Case 1750,wait,Value 6,2012-06-06 10:23:33
Case 1750,resolve ticket,Value 6,2012-06-06 13:12:49
Case 1750,closed,Value 5,2012-07-06 13:13:17
Case 1751,assign seriousness,Value 1,2012-07-17 12:47:20
Case 1751,take in charge ticket,Value 13,2012-07-17 13:49:31
Case 1751,resolve ticket,Value 13,2012-07-18 12:44:16
Case 1751,closed,Value 5,2012-09-01 12:50:16
Case 1752,assign seriousness,Value 1,2012-02-08 15:20:25
Case 1752,take in charge ticket,Value 4,2012-02-10 10:21:47
Case 1752,wait,Value 4,2012-02-13 11:32:49
Case 1752,take in charge ticket,Value 4,2012-02-14 16:28:17
Case 1752,take in charge ticket,Value 4,2012-02-14 16:37:51
Case 1752,resolve ticket,Value 4,2012-02-15 14:25:54
